Case #,Date,IUCR,Description,Location Description,Beat,Ward,Latitude,Longitude
HT330730,6/4/2011 17:35,1811,CANNABIS 30GMS OR LESS,STREET,932,16,41.80066817,-87.6661253
HT330714,6/4/2011 17:20,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1524,37,41.89498367,-87.76248131
HT330732,6/4/2011 17:20,1811,CANNABIS 30GMS OR LESS,ALLEY,811,23,41.79629283,-87.77841593
HT330723,6/4/2011 17:10,2024,HEROIN(WHITE),STREET,332,5,41.77333767,-87.57706845
HT330649,6/4/2011 17:00,2170,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,1131,24,41.87491141,-87.74491783
HT330797,6/4/2011 17:00,1811,CANNABIS 30GMS OR LESS,STREET,1012,24,41.85431805,-87.72741423
HT330653,6/4/2011 16:45,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),1131,24,41.86944932,-87.74471826
HT330682,6/4/2011 16:39,1811,CANNABIS 30GMS OR LESS,STREET,612,17,41.75608073,-87.65286918
HT330643,6/4/2011 16:31,1811,CANNABIS 30GMS OR LESS,PARK PROPERTY,2313,46,41.96471822,-87.64827459
HT330620,6/4/2011 16:20,2024,HEROIN(WHITE),VACANT LOT/LAND,1112,27,41.89799148,-87.72508786
HT330584,6/4/2011 16:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,634,6,41.72302158,-87.62363832
HT330580,6/4/2011 15:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,28,41.88204481,-87.75649328
HT330573,6/4/2011 15:30,1811,CANNABIS 30GMS OR LESS,STREET,2515,30,41.92756154,-87.76269074
HT330570,6/4/2011 15:29,1821,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,1512,29,41.88710781,-87.76527276
HT330539,6/4/2011 15:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,29,41.87940632,-87.76117686
HT330504,6/4/2011 15:14,1811,CANNABIS 30GMS OR LESS,STREET,1121,27,41.89564881,-87.70788747
HT330482,6/4/2011 14:45,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),1723,33,41.96825444,-87.71683028
HT330518,6/4/2011 14:45,1811,CANNABIS 30GMS OR LESS,STREET,334,7,41.76421865,-87.5651125
HT330520,6/4/2011 14:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,331,5,41.7664237,-87.57523621
HT330523,6/4/2011 14:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,414,8,41.7587527,-87.57139746
HT330485,6/4/2011 14:29,2027,CRACK,PARK PROPERTY,2313,46,41.96443789,-87.64820406
HT330543,6/4/2011 14:25,2024,HEROIN(WHITE),SIDEWALK,2124,4,41.80135597,-87.60410292
HT330456,6/4/2011 14:00,2027,CRACK,STREET,825,15,41.77905524,-87.68500729
HT330450,6/4/2011 13:57,1811,CANNABIS 30GMS OR LESS,STREET,1312,1,41.90292779,-87.6858348
HT330408,6/4/2011 13:51,1811,CANNABIS 30GMS OR LESS,SIDEWALK,422,7,41.74913903,-87.56269777
HT330445,6/4/2011 13:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,414,8,41.75169439,-87.57763406
HT330477,6/4/2011 13:38,2024,HEROIN(WHITE),STREET,223,4,41.80495866,-87.60661485
HT330521,6/4/2011 13:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,311,20,41.7834741,-87.6158516
HT330385,6/4/2011 13:29,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1733,35,41.95010821,-87.71247619
HT330374,6/4/2011 13:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,29,41.87918666,-87.76115311
HT330380,6/4/2011 13:09,1821,MANU/DEL:CANNABIS 10GM OR LESS,VEHICLE NON-COMMERCIAL,613,21,,
HT330375,6/4/2011 13:04,2024,HEROIN(WHITE),SIDEWALK,1533,24,41.8761673,-87.74526248
HT522611,6/4/2011 13:00,2050,CRIMINAL DRUG CONSPIRACY,STREET,614,21,41.74660024,-87.65863823
HT330382,6/4/2011 12:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,29,41.8766874,-87.76075314
HT330278,6/4/2011 12:25,1812,CANNABIS MORE THAN 30GMS,RESIDENCE PORCH/HALLWAY,2222,21,41.73328695,-87.65433716
HT330315,6/4/2011 12:20,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1523,37,41.8901355,-87.75826418
HT330268,6/4/2011 12:00,2027,CRACK,SIDEWALK,414,8,41.75192878,-87.5807317
HT330297,6/4/2011 11:47,2015,MANU/DELIVER: HALLUCINOGEN,RESIDENCE,624,8,41.75181266,-87.60141331
HT330224,6/4/2011 11:45,1811,CANNABIS 30GMS OR LESS,STREET,1733,35,41.93940532,-87.7108746
HT330181,6/4/2011 11:25,1811,CANNABIS 30GMS OR LESS,STREET,2525,30,41.91731987,-87.72886518
HT330246,6/4/2011 11:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,914,12,41.81467599,-87.68694089
HT330092,6/4/2011 10:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1024,22,41.84613758,-87.71152993
HT330116,6/4/2011 10:10,2014,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1532,28,41.89203442,-87.75442011
HT330074,6/4/2011 9:15,2014,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1021,24,41.86436446,-87.70941497
HT330121,6/4/2011 9:13,2022,COCAINE,APARTMENT,1233,25,41.85719048,-87.65418072
HT330049,6/4/2011 9:10,1812,CANNABIS MORE THAN 30GMS,STREET,832,17,41.76843415,-87.68391921
HT329926,6/4/2011 6:45,2024,HEROIN(WHITE),GAS STATION,935,3,41.81637492,-87.6313395
HT329833,6/4/2011 4:40,2093,FOUND SUSPECT NARCOTICS,SIDEWALK,1124,2,41.88092179,-87.70061705
HT329796,6/4/2011 2:45,2017,MANU/DELIVER:CRACK,OTHER,213,3,41.81713134,-87.61695444
HT329744,6/4/2011 2:37,2022,COCAINE,STREET,1913,32,41.9423031,-87.680706
HT329709,6/4/2011 1:38,2022,COCAINE,ALLEY,1031,22,41.83708416,-87.72328335
HT329719,6/4/2011 1:30,2092,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,1423,26,41.90747449,-87.69555345
HT329664,6/4/2011 1:00,1811,CANNABIS 30GMS OR LESS,STREET,222,4,41.81578901,-87.60901629
HT329641,6/4/2011 0:59,2022,COCAINE,STREET,611,17,41.75044522,-87.66477664
HT329637,6/4/2011 0:37,1811,CANNABIS 30GMS OR LESS,STREET,2324,44,41.94739168,-87.65202948
HT329666,6/4/2011 0:18,2027,CRACK,SIDEWALK,1135,2,41.87230629,-87.6959142
HT329596,6/4/2011 0:14,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,29,41.8738297,-87.75509112
HT329598,6/4/2011 0:10,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1115,28,41.88076601,-87.73136535
HT329584,6/3/2011 23:53,2017,MANU/DELIVER:CRACK,STREET,1133,24,41.86714096,-87.7148693
HT329546,6/3/2011 23:40,2027,CRACK,STREET,1422,26,41.91123297,-87.71186479
HT329570,6/3/2011 23:30,2024,HEROIN(WHITE),SIDEWALK,1511,29,41.89467327,-87.77020091
HT329557,6/3/2011 23:29,2027,CRACK,STREET,623,17,41.757273,-87.63163212
HT327901,6/3/2011 22:56,1812,CANNABIS MORE THAN 30GMS,RESIDENCE,632,8,41.73733054,-87.60134694
HT329516,6/3/2011 22:54,1811,CANNABIS 30GMS OR LESS,ALLEY,2011,40,41.97838637,-87.68939595
HT329523,6/3/2011 22:54,1811,CANNABIS 30GMS OR LESS,STREET,822,13,41.78678936,-87.71960961
HT329471,6/3/2011 22:52,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1513,29,41.87949638,-87.76661071
HT329486,6/3/2011 22:50,2027,CRACK,STREET,825,15,41.77997062,-87.68869377
HT329498,6/3/2011 22:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1012,24,41.85495292,-87.72499662
HT329540,6/3/2011 22:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,934,3,41.80019285,-87.63329123
HT329443,6/3/2011 22:38,1811,CANNABIS 30GMS OR LESS,STREET,1222,25,41.84712123,-87.66578598
HT329477,6/3/2011 22:28,2021,BARBITUATES,ALLEY,1223,25,41.85581815,-87.68501078
HT329521,6/3/2011 22:26,1811,CANNABIS 30GMS OR LESS,ALLEY,2533,37,41.903085,-87.75215298
HT329452,6/3/2011 22:05,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1532,28,41.8832703,-87.74920013
HT329418,6/3/2011 22:00,1811,CANNABIS 30GMS OR LESS,GAS STATION,2533,37,41.90940199,-87.75482163
HT329489,6/3/2011 21:35,2092,SOLICIT NARCOTICS ON PUBLICWAY,GAS STATION,832,18,41.76269252,-87.68333567
HT329430,6/3/2011 21:35,1811,CANNABIS 30GMS OR LESS,ALLEY,833,13,41.77356554,-87.73224412
HT329348,6/3/2011 21:05,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1531,37,41.89505153,-87.75520091
HT329374,6/3/2011 21:05,1811,CANNABIS 30GMS OR LESS,ALLEY,413,8,41.72453882,-87.58129687
HT329475,6/3/2011 21:00,2027,CRACK,APARTMENT,421,7,41.7525965,-87.55978687
HT329387,6/3/2011 20:59,2027,CRACK,RESIDENTIAL YARD (FRONT/BACK),1115,28,41.87874046,-87.72713584
HT329327,6/3/2011 20:45,2024,HEROIN(WHITE),SIDEWALK,1012,24,41.85923019,-87.73000357
HT329330,6/3/2011 20:30,2024,HEROIN(WHITE),SIDEWALK,1531,37,41.89878166,-87.74614597
HT329276,6/3/2011 20:28,1811,CANNABIS 30GMS OR LESS,SIDEWALK,313,20,41.78341857,-87.60614682
HT329259,6/3/2011 20:20,2024,HEROIN(WHITE),ALLEY,1532,28,41.88896979,-87.75401441
HT329298,6/3/2011 20:20,1811,CANNABIS 30GMS OR LESS,STREET,214,3,41.82308139,-87.62011669
HT329425,6/3/2011 20:20,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),835,18,41.75087375,-87.68301881
HT329337,6/3/2011 20:20,2027,CRACK,STREET,1115,28,41.87856871,-87.7331008
HT329248,6/3/2011 20:12,2022,COCAINE,STREET,624,8,41.75000828,-87.60378652
HT329318,6/3/2011 20:05,2027,CRACK,ALLEY,2522,31,41.91807273,-87.73744485
HT329263,6/3/2011 20:00,2024,HEROIN(WHITE),STREET,1513,29,41.87168506,-87.76470805
HT329299,6/3/2011 20:00,2027,CRACK,SIDEWALK,1132,24,41.87153617,-87.72390681
HT329366,6/3/2011 19:58,1822,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,612,17,41.75576071,-87.6595685
HT329291,6/3/2011 19:57,1811,CANNABIS 30GMS OR LESS,STREET,731,6,41.76009735,-87.62901736
HT329218,6/3/2011 19:50,2024,HEROIN(WHITE),RESIDENTIAL YARD (FRONT/BACK),1532,28,41.89096397,-87.75438203
HT329242,6/3/2011 19:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,832,18,41.76260314,-87.68548815
HT329235,6/3/2011 19:50,2017,MANU/DELIVER:CRACK,RESIDENTIAL YARD (FRONT/BACK),1124,28,41.88053363,-87.70189143
HT329247,6/3/2011 19:45,1822,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,2313,46,41.96461932,-87.65055903
HT329192,6/3/2011 19:40,2170,POSSESSION OF DRUG EQUIPMENT,PARKING LOT/GARAGE(NON.RESID.),1231,2,41.86632815,-87.66623603
HT329375,6/3/2011 19:35,1811,CANNABIS 30GMS OR LESS,SIDEWALK,825,15,41.77578186,-87.68462231
HT329180,6/3/2011 19:34,1811,CANNABIS 30GMS OR LESS,STREET,512,9,41.70331912,-87.62081922
HT329158,6/3/2011 19:30,1811,CANNABIS 30GMS OR LESS,STREET,2234,34,41.69304485,-87.65166664
HT329560,6/3/2011 19:30,2170,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,832,18,41.76266649,-87.68455651
HT329172,6/3/2011 19:20,2092,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,1112,27,41.90041498,-87.71999209
HT329161,6/3/2011 19:20,1811,CANNABIS 30GMS OR LESS,ALLEY,832,15,41.77247313,-87.68575177
HT329249,6/3/2011 19:10,1822,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,734,17,41.76529675,-87.65669759
HT329144,6/3/2011 19:05,2027,CRACK,SIDEWALK,1532,28,41.8879247,-87.7551954
HT329188,6/3/2011 19:00,2024,HEROIN(WHITE),ABANDONED BUILDING,1122,27,41.89059606,-87.71998687
HX329344,6/3/2011 19:00,1811,CANNABIS 30GMS OR LESS,STREET,832,18,41.76225958,-87.68199851
HT329344,6/3/2011 19:00,1811,CANNABIS 30GMS OR LESS,STREET,832,18,41.76225958,-87.68199851
HT329146,6/3/2011 19:00,1811,CANNABIS 30GMS OR LESS,CTA TRAIN,924,11,41.83106128,-87.63073141
HT329156,6/3/2011 18:55,2024,HEROIN(WHITE),SIDEWALK,1132,24,41.86629353,-87.7242136
HT329314,6/3/2011 18:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,825,15,41.77669253,-87.68115226
HT329168,6/3/2011 18:45,1811,CANNABIS 30GMS OR LESS,STREET,623,6,41.75817354,-87.61526485
HT329204,6/3/2011 18:41,2024,HEROIN(WHITE),RESIDENCE PORCH/HALLWAY,1021,24,41.86270554,-87.70814988
HT329074,6/3/2011 18:40,1811,CANNABIS 30GMS OR LESS,STREET,2535,30,41.90648708,-87.72291327
HT329182,6/3/2011 18:40,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1513,29,41.87968597,-87.76499332
HT329098,6/3/2011 18:26,2027,CRACK,RESIDENCE,321,20,41.77218522,-87.60686026
HT329154,6/3/2011 18:19,1811,CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,1014,24,41.85239909,-87.72003993
HT329096,6/3/2011 18:05,2022,COCAINE,ALLEY,2522,31,41.91954936,-87.7374899
HT329017,6/3/2011 18:04,1811,CANNABIS 30GMS OR LESS,STREET,2234,34,41.69200526,-87.66201001
HT329023,6/3/2011 17:56,1811,CANNABIS 30GMS OR LESS,SIDEWALK,221,3,41.80964315,-87.62107641
HT329117,6/3/2011 17:41,2022,COCAINE,RESIDENCE,423,10,41.73997048,-87.55255896
HT328894,6/3/2011 17:05,1811,CANNABIS 30GMS OR LESS,SIDEWALK,913,11,41.83088484,-87.68277467
HT328950,6/3/2011 17:05,2024,HEROIN(WHITE),RESIDENCE PORCH/HALLWAY,1131,24,41.87430307,-87.73816736
HT328978,6/3/2011 16:48,1811,CANNABIS 30GMS OR LESS,SIDEWALK,832,18,41.76269252,-87.68333567
HT328907,6/3/2011 16:24,2024,HEROIN(WHITE),SIDEWALK,1121,27,41.8949564,-87.71278658
HT328895,6/3/2011 16:13,2027,CRACK,STREET,2311,46,41.96243144,-87.66112749
HT329038,6/3/2011 16:00,1812,CANNABIS MORE THAN 30GMS,VEHICLE NON-COMMERCIAL,511,9,41.70777254,-87.61851043
HT328748,6/3/2011 15:45,2024,HEROIN(WHITE),STREET,1512,29,41.88722591,-87.77367808
HS681699,6/3/2011 15:45,2092,SOLICIT NARCOTICS ON PUBLICWAY,POLICE FACILITY/VEH PARKING LOT,2515,29,41.91860772,-87.76558136
HT328885,6/3/2011 15:43,2027,CRACK,RESIDENCE,511,9,41.70777254,-87.61851043
HT328749,6/3/2011 15:30,1811,CANNABIS 30GMS OR LESS,STREET,1012,24,41.8544561,-87.72913445
HT328777,6/3/2011 15:30,2025,HALLUCINOGENS,SIDEWALK,1511,29,41.89832798,-87.76951498
HT328757,6/3/2011 15:30,2017,MANU/DELIVER:CRACK,STREET,614,18,41.7439591,-87.67070685
HT328713,6/3/2011 15:10,1811,CANNABIS 30GMS OR LESS,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,1651,41,41.97881223,-87.90667041
HT328677,6/3/2011 14:55,1811,CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),1522,29,41.87674458,-87.75682369
HT328690,6/3/2011 14:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,421,7,41.75357883,-87.55529662
HT328665,6/3/2011 14:40,2027,CRACK,RESTAURANT,312,20,41.78015993,-87.61380604
HT328672,6/3/2011 14:30,2017,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,1121,27,41.89764025,-87.71380009
HT328602,6/3/2011 14:18,1811,CANNABIS 30GMS OR LESS,SIDEWALK,731,6,41.76641766,-87.62994528
HT328599,6/3/2011 13:55,2027,CRACK,SIDEWALK,632,6,41.73416979,-87.60491103
HT328637,6/3/2011 13:50,2024,HEROIN(WHITE),STREET,723,16,41.77804228,-87.64945475
HT328586,6/3/2011 13:40,1811,CANNABIS 30GMS OR LESS,SIDEWALK,411,8,41.75012152,-87.59317236
HT328561,6/3/2011 13:30,2093,FOUND SUSPECT NARCOTICS,"SCHOOL, PUBLIC, BUILDING",714,15,41.78125197,-87.67558072
HT328505,6/3/2011 13:15,2014,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1533,28,41.88168352,-87.74692681
HT328511,6/3/2011 13:10,2024,HEROIN(WHITE),OTHER,1532,28,41.89106552,-87.75438479
HT328528,6/3/2011 13:10,2024,HEROIN(WHITE),SIDEWALK,1121,27,41.8940038,-87.7066584
HT328534,6/3/2011 13:05,2027,CRACK,SIDEWALK,1132,24,41.8663094,-87.723068
HT328533,6/3/2011 13:00,2024,HEROIN(WHITE),ALLEY,1133,24,41.8668634,-87.71939873
HT328493,6/3/2011 12:50,2027,CRACK,STREET,324,5,41.76227496,-87.58918408
HT328490,6/3/2011 12:47,2027,CRACK,SIDEWALK,1022,24,41.86441428,-87.70546428
HT328498,6/3/2011 12:20,2014,MANU/DELIVER: HEROIN (WHITE),VACANT LOT/LAND,1012,24,41.85486451,-87.72852128
HT328467,6/3/2011 12:19,2027,CRACK,SIDEWALK,1433,1,41.90614851,-87.66742332
HT328462,6/3/2011 12:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1814,43,41.9182275,-87.63580555
HT328412,6/3/2011 12:08,1811,CANNABIS 30GMS OR LESS,PARK PROPERTY,831,18,41.76458054,-87.69705123
HT328463,6/3/2011 12:07,2092,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,1115,28,41.87735093,-87.73060794
HT328358,6/3/2011 11:42,1811,CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",925,11,41.8281485,-87.63279595
HT328399,6/3/2011 11:40,1811,CANNABIS 30GMS OR LESS,SIDEWALK,312,20,41.78013163,-87.61542323
HT328410,6/3/2011 11:37,2170,POSSESSION OF DRUG EQUIPMENT,STREET,1211,2,41.8798344,-87.68378396
HT328380,6/3/2011 11:30,1811,CANNABIS 30GMS OR LESS,PARK PROPERTY,912,12,41.81940567,-87.69354454
HT328390,6/3/2011 11:17,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2531,29,41.90970346,-87.77412837
HT328343,6/3/2011 11:10,2024,HEROIN(WHITE),ALLEY,1522,28,41.88223228,-87.75721135
HT328335,6/3/2011 11:10,1811,CANNABIS 30GMS OR LESS,SIDEWALK,324,5,41.76247388,-87.59193814
HT328319,6/3/2011 11:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1532,28,41.88557596,-87.74983649
HT328295,6/3/2011 10:45,1811,CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",1731,38,41.94646099,-87.73571755
HT328364,6/3/2011 10:40,2022,COCAINE,APARTMENT,334,7,41.7591192,-87.56461988
HT328146,6/3/2011 8:45,1811,CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",2032,47,41.97510889,-87.67952534
HT328323,6/3/2011 7:30,2170,POSSESSION OF DRUG EQUIPMENT,POLICE FACILITY/VEH PARKING LOT,531,9,41.692722,-87.60442689
HT327925,6/3/2011 2:38,1811,CANNABIS 30GMS OR LESS,STREET,2522,31,41.92413236,-87.74603852
HT327910,6/3/2011 2:30,2024,HEROIN(WHITE),STREET,1034,25,41.8500686,-87.68543955
HT327926,6/3/2011 2:06,2014,MANU/DELIVER: HEROIN (WHITE),RESIDENCE,2222,21,41.73371621,-87.65221133
HT327895,6/3/2011 2:00,2022,COCAINE,STREET,823,15,41.77968522,-87.71058479
HT327887,6/3/2011 1:20,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1231,2,41.86684004,-87.65943507
HT327885,6/3/2011 1:00,2024,HEROIN(WHITE),STREET,1135,2,41.87186164,-87.69590026
HT327904,6/3/2011 0:54,1811,CANNABIS 30GMS OR LESS,APARTMENT,732,6,41.76453837,-87.6431579
HT327858,6/3/2011 0:46,1812,CANNABIS MORE THAN 30GMS,STREET,413,7,41.72268393,-87.56680162
HT327881,6/3/2011 0:43,2024,HEROIN(WHITE),APARTMENT,723,16,41.77734612,-87.64822296
HT327896,6/3/2011 0:38,1822,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,323,6,41.76552691,-87.60936564
HT327894,6/3/2011 0:37,1812,CANNABIS MORE THAN 30GMS,RESIDENCE,512,9,41.70202682,-87.61953716
HT327879,6/3/2011 0:37,1811,CANNABIS 30GMS OR LESS,STREET,1912,47,41.96124257,-87.68390273
HT327852,6/3/2011 0:30,1811,CANNABIS 30GMS OR LESS,STREET,1623,45,41.96078573,-87.76710796
HT327935,6/3/2011 0:11,2017,MANU/DELIVER:CRACK,RESIDENCE,411,5,41.75859357,-87.59280746
HT327890,6/2/2011 23:46,1822,MANU/DEL:CANNABIS OVER 10 GMS,APARTMENT,624,6,41.75761202,-87.6128045
HT327819,6/2/2011 23:45,2024,HEROIN(WHITE),RESIDENCE PORCH/HALLWAY,1532,28,41.88403735,-87.74893608
HT327859,6/2/2011 23:45,1811,CANNABIS 30GMS OR LESS,STREET,2113,11,41.8443183,-87.63289484
HT327787,6/2/2011 23:35,2027,CRACK,SIDEWALK,522,34,41.67996873,-87.62767341
HT327822,6/2/2011 23:25,2027,CRACK,SIDEWALK,1132,24,41.87173752,-87.72513489
HT327793,6/2/2011 23:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,831,18,41.76441018,-87.69404721
HT327823,6/2/2011 23:11,2092,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,2533,37,41.90238843,-87.75278745
HT327817,6/2/2011 23:06,2027,CRACK,STREET,2412,50,41.99908385,-87.68855455
HT327814,6/2/2011 23:02,1812,CANNABIS MORE THAN 30GMS,RESIDENCE,233,3,41.79204866,-87.6275969
HT327769,6/2/2011 22:50,2170,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,2024,46,41.96966024,-87.65608724
HT327790,6/2/2011 22:46,1811,CANNABIS 30GMS OR LESS,STREET,2331,44,41.94318633,-87.64951596
HT327801,6/2/2011 22:46,1811,CANNABIS 30GMS OR LESS,STREET,2331,44,41.94279661,-87.6495091
HT327766,6/2/2011 22:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1111,37,41.89728654,-87.72774652
HT327748,6/2/2011 22:25,1811,CANNABIS 30GMS OR LESS,STREET,2532,37,41.90776342,-87.7585946
HT327780,6/2/2011 22:22,1811,CANNABIS 30GMS OR LESS,VACANT LOT/LAND,232,3,41.80136783,-87.61953599
HT327726,6/2/2011 22:18,2024,HEROIN(WHITE),STREET,1523,28,41.88254018,-87.75896392
HT327740,6/2/2011 22:18,2024,HEROIN(WHITE),SIDEWALK,1112,27,41.89742756,-87.72018964
HT327747,6/2/2011 22:17,2021,BARBITUATES,SIDEWALK,825,15,41.77913285,-87.6846582
HT327744,6/2/2011 22:15,1811,CANNABIS 30GMS OR LESS,STREET,2532,37,41.90814939,-87.75730534
HT327732,6/2/2011 22:15,2022,COCAINE,SIDEWALK,1424,1,41.90378548,-87.66738175
HT327718,6/2/2011 22:14,1811,CANNABIS 30GMS OR LESS,STREET,2533,37,41.90923331,-87.75456599
HT327706,6/2/2011 22:05,2024,HEROIN(WHITE),STREET,421,7,41.75716665,-87.55869845
HT327756,6/2/2011 22:05,2022,COCAINE,STREET,2223,21,41.71579959,-87.64318513
HT327837,6/2/2011 22:01,2024,HEROIN(WHITE),RESIDENCE,313,20,41.78353804,-87.61072868
HT327753,6/2/2011 21:59,1811,CANNABIS 30GMS OR LESS,CHA PARKING LOT/GROUNDS,533,9,41.65742946,-87.59790871
HT327767,6/2/2011 21:59,1811,CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,2532,37,41.91189075,-87.7580469
HT327751,6/2/2011 21:50,1811,CANNABIS 30GMS OR LESS,STREET,2223,21,41.71873424,-87.6347181
HT327799,6/2/2011 21:40,2024,HEROIN(WHITE),SIDEWALK,1021,24,41.86099898,-87.71175675
HT327720,6/2/2011 21:33,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1135,2,41.87276726,-87.69838065
HT327682,6/2/2011 21:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,414,8,41.75875286,-87.57723605
HT327723,6/2/2011 21:20,1811,CANNABIS 30GMS OR LESS,RESIDENCE,414,7,41.75042935,-87.56728518
HT327684,6/2/2011 21:18,2027,CRACK,PARKING LOT/GARAGE(NON.RESID.),814,23,41.79833794,-87.74436457
HT327638,6/2/2011 21:16,1811,CANNABIS 30GMS OR LESS,STREET,523,34,41.66867271,-87.63571346
HT327758,6/2/2011 21:07,2024,HEROIN(WHITE),RESIDENCE,511,9,41.70819318,-87.62261485
HT327636,6/2/2011 20:42,2022,COCAINE,STREET,1033,12,41.83738357,-87.70250661
HT327586,6/2/2011 20:40,1811,CANNABIS 30GMS OR LESS,STREET,726,15,41.77283736,-87.67117589
HT327617,6/2/2011 20:40,2027,CRACK,SIDEWALK,2311,46,41.96549983,-87.66259913
HT327577,6/2/2011 20:39,1811,CANNABIS 30GMS OR LESS,GAS STATION,634,21,41.73611883,-87.62430753
HT327630,6/2/2011 20:36,1811,CANNABIS 30GMS OR LESS,STREET,2424,49,42.01602386,-87.68032815
HT327583,6/2/2011 20:25,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1311,1,41.90161095,-87.69670278
HT327552,6/2/2011 20:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1231,2,41.86598093,-87.66034356
HT327534,6/2/2011 20:06,1811,CANNABIS 30GMS OR LESS,STREET,1032,22,41.84266471,-87.71432336
HT327569,6/2/2011 20:02,1812,CANNABIS MORE THAN 30GMS,RESIDENCE,2232,9,41.71005954,-87.63699482
HT327518,6/2/2011 19:59,1811,CANNABIS 30GMS OR LESS,STREET,1732,35,41.94031691,-87.71758463
HT327543,6/2/2011 19:55,1811,CANNABIS 30GMS OR LESS,ALLEY,1522,28,41.88101552,-87.7564548
HT327548,6/2/2011 19:54,2027,CRACK,SIDEWALK,614,18,41.74634634,-87.66591117
HT327576,6/2/2011 19:53,2014,MANU/DELIVER: HEROIN (WHITE),APARTMENT,1133,24,41.87191499,-87.71163998
HT327490,6/2/2011 19:50,2027,CRACK,SIDEWALK,2123,4,41.81608201,-87.59811777
HT327537,6/2/2011 19:50,1811,CANNABIS 30GMS OR LESS,ALLEY,2534,30,41.91038011,-87.72894168
HT327825,6/2/2011 19:45,2024,HEROIN(WHITE),RESIDENCE,414,7,41.75264871,-87.57005504
HT327516,6/2/2011 19:45,2024,HEROIN(WHITE),SIDEWALK,731,17,41.7584113,-87.63108827
HT327536,6/2/2011 19:45,2027,CRACK,STREET,832,15,41.77236108,-87.68195132
HT327738,6/2/2011 19:41,2027,CRACK,RESIDENCE,632,8,41.73312882,-87.60304332
HT327591,6/2/2011 19:40,2024,HEROIN(WHITE),PARK PROPERTY,1114,28,41.88257768,-87.72832242
